School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Latitude,Longitude,Community Board,Council District,BIN,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020),Location 1
3K CENTER @ 104-72 ROOSEVELT AVENUE - QUEENS,Q,24,Lease,8580378,CAP,Q331,104-72 ROOSEVELT AVENUE,Queens,11368,QUEENS,40.750445,-73.85966,404,21,4000000,4019840034,40301,QN0402,"(40.750445, -73.85966)"
P.S. 209 - QUEENS,Q,25,FY22 RESO A AUDITORIUM UPGRADE,263000,CIP,Q209,16-10 UTOPIA PARKWAY,Queens,11357,QUEENS,40.783608,-73.794654,407,19,4128717,4057340001,1017,QN0703,"(40.783608, -73.794654)"
P.S. 130 - QUEENS,Q,26,DOMESTIC WATER HEATER REPLACEMENT / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,7947000,CIP,Q130,200-01 42 AVENUE,Queens,11361,QUEENS,40.759517,-73.784029,411,19,4137034,4062030001,1463,QN1101,"(40.759517, -73.784029)"
WILLIAM C. BRYANT HS - QUEENS,Q,30,FY20 RESO A GYMNASIUM UPGRADE / FY20 RESO A PATH OF TRAVEL GYMNASIUM UPGRADE,787700,CIP,Q445,48-10 31 AVENUE,Queens,11103,QUEENS,40.75823,-73.910514,401,26,4013655,4007380002,163,QN0104,"(40.75823, -73.910514)"
P.S. 334 - MANHATTAN,M,3,EXTERIOR MASONRY / PARAPETS / ROOFS / WINDOWS,19200000,CIP,M044,100 WEST 77 STREET,Manhattan,10024,MANHATTAN,40.780822,-73.976855,107,6,1030178,1011480014,161,MN0702,"(40.780822, -73.976855)"
3K CENTER @ 1010 THIRD AVENUE - MANHATTAN,M,2,Lease,13432919,CAP,M524,1010 THIRD AVENUE,Manhattan,10065,MANHATTAN,40.762278,-73.966071,108,4,1041959,1013957501,11402,MN0802,"(40.762278, -73.966071)"
P.S. 30 - BRONX,X,7,EXTERIOR MASONRY / PARAPETS / ROOFS,9630000,CIP,X030,510 EAST 141 STREET,Bronx,10454,BRONX,40.80937,-73.917584,201,8,2000077,2022670015,39,BX0101,"(40.80937, -73.917584)"
BACCALAUREATE SCL FOR GLOBAL ED-Q,Q,30,LSP- DOMESTIC HOT WATER HEATER REPLACEMENT,213968.76,CIP,Q798,34-12 36TH AVENUE,Queens,11106,QUEENS,40.755366,-73.927169,401,26,4009499,4006340036,55,QN0105,"(40.755366, -73.927169)"
P.S. 114 - BRONX,X,9,EXTERIOR MASONRY / FLOOD ELIMINATION / ROOFS / WINDOWS,8618549,CIP,X114,1155 CROMWELL AVENUE,Bronx,10452,BRONX,40.834776,-73.923067,204,16,2003022,2024950100,6302,BX0491,"(40.834776, -73.923067)"
P.S. 297 - BROOKLYN,K,14,IPDVS CAMERA INSTALLATION,427900,CIP,K297,700 PARK AVENUE,Brooklyn,11206,BROOKLYN,40.697781,-73.947809,303,36,3048508,3017390011,257,BK0301,"(40.697781, -73.947809)"
P.S. 503 - BROOKLYN,K,20,AHU REPLACEMENT / BMS UPGRADE / CHILLER REPLACEMENT,9378000,CIP,K314,330 59 STREET,Brooklyn,11220,BROOKLYN,40.642121,-74.018997,307,38,3016258,3008620012,74,BK0702,"(40.642121, -74.018997)"
P.S. 384 - BROOKLYN,K,32,LL 26-EXIT SIGNS,80059.32,CIP,K384,242 COOPER STREET,Brooklyn,11207,BROOKLYN,40.690353,-73.904803,304,37,3080043,3034420001,409,BK0402,"(40.690353, -73.904803)"
SATELLITE ACADEMY - M,M,2,IPDVS INSTALLATIONS,549000,CIP,M920,120 WEST 30 STREET,Manhattan,10001,MANHATTAN,40.747621,-73.990454,105,3,1015148,1008050071,95,MN0501,"(40.747621, -73.990454)"
M079 SPED - MANHATTAN,M,5,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,8351000,CIP,M079,55 EAST 120 STREET,Manhattan,10035,MANHATTAN,40.802419,-73.942634,111,9,1053968,1017470001,198,MN1102,"(40.802419, -73.942634)"
P.S. 174 - QUEENS,Q,28,Addition,49672074,CAP,Q174,65-30 DIETERLE CRESCENT,Queens,11374,QUEENS,40.720874,-73.860978,406,30,4000000,4031340001,69702,QN0601,"(40.720874, -73.860978)"
P.S. 26 - QUEENS,Q,26,Addition,58108744,CAP,Q026,195-02 69 AVENUE,Queens,11365,QUEENS,40.736922,-73.77799,408,23,4153296,4071170421,134702,QN0803,"(40.736922, -73.77799)"
P.S. 87 - QUEENS,Q,24,FY19 RESO A CAFETERIA / MULTIPURPOSE ROOM UPGRADE,1300000,CIP,Q087,67-54 80 STREET,Queens,11379,QUEENS,40.711815,-73.871238,405,30,4091737,4037820027,621,QN0504,"(40.711815, -73.871238)"
I.S. 246 - BROOKLYN,K,17,FY23 RESO A LIBRARY UPGRADE / PATH OF TRAVEL RESO A LIBRARY UPGRADE,475000,CIP,K246,72 VERONICA PLACE,Brooklyn,11226,BROOKLYN,40.648608,-73.952821,317,40,3117381,3051100025,794,BK1701,"(40.648608, -73.952821)"
K373 SPED - BROOKLYN,K,17,EXTERIOR MASONRY / FLOOD ELIMINATION / WINDOWS,4759000,CIP,K877,35 SNYDER AVENUE,Brooklyn,11226,BROOKLYN,40.648585,-73.957282,314,40,3338996,3051030093,794,BK1701,"(40.648585, -73.957282)"
PRE-K CENTER @ 98-22 55 AVENUE - QUEENS,Q,24,Lease,0,CAP,Q437,98-22 55 AVENUE,Queens,11368,QUEENS,40.739192,-73.862261,404,21,4437298,4019070023,44302,QN0402,"(40.739192, -73.862261)"
I.S. 123 - BRONX,X,8,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / WATER INFILTRATION,6864000,CIP,X123,1025 MORRISON AVENUE,Bronx,10472,BRONX,40.825403,-73.873666,209,18,2087014,2037180001,48,BX0901,"(40.825403, -73.873666)"
Q752 SPED - QUEENS,Q,28,EXTERIOR MASONRY / PARAPETS / REINFORCING SUPPORT ELEMENTS / ROOFS,5000527,CIP,Q142,142-10 LINDEN BOULEVARD,Queens,11436,QUEENS,40.684142,-73.801479,412,28,4259200,4119720070,192,QN1203,"(40.684142, -73.801479)"
P.S. @ 4308 4 AVENUE - BROOKLYN,K,15,New,47695598,CAP,K557,4308 4 AVENUE,Brooklyn,11232,BROOKLYN,40.65028,-74.008627,307,38,3000000,3007280036,82,BK0702,"(40.65028, -74.008627)"
P.S. 7 - QUEENS,Q,24,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,2765000,CIP,Q007,80-55 CORNISH AVENUE,Queens,11373,QUEENS,40.739115,-73.882487,404,25,4467710,4015380075,485,QN0401,"(40.739115, -73.882487)"
P.S. 159 - BROOKLYN,K,19,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,9020,CIP,K159,2781 PITKIN AVENUE,Brooklyn,11208,BROOKLYN,40.675766,-73.869469,305,42,3094735,3042160001,1200,BK0505,"(40.675766, -73.869469)"
P.S. 138 - QUEENS,Q,29,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS / WINDOWS,24200000,CIP,Q138,251-11 WELLER AVENUE,Queens,11422,QUEENS,40.659728,-73.735176,413,31,4288640,4135780001,660,QN1307,"(40.659728, -73.735176)"
J.H.S. 216 - QUEENS,Q,26,EARLY PACKAGE/TEMPORARY EGRESS / IDA FIRE ALARM SYSTEM REPLACEMENT,2889975,CIP,Q216,64-20 175 STREET,Queens,11365,QUEENS,40.737517,-73.794031,408,24,4149078,4069030001,1341,QN0803,"(40.737517, -73.794031)"
HEADQTRS 65 CNTRL ADMIN. - K,K,15,ELEVATOR MODERNIZATION,800000,CIP,K801,65 COURT STREET,Brooklyn,11201,BROOKLYN,40.692012,-73.991227,302,33,3002557,3002660020,9,BK0201,"(40.692012, -73.991227)"
P.S. 197 - MANHATTAN,M,5,FULL PROGRAM ACCESSIBILITY / LOW VOLTAGE ELECTRICAL SYSTEMS,21043000,CIP,M197,2230 5TH AVENUE,Manhattan,10037,MANHATTAN,40.813184,-73.937322,110,9,1076433,1017330017,212,MN1002,"(40.813184, -73.937322)"
I.S. 35 - BROOKLYN,K,16,IPDVS CAMERA INSTALLATION,554995,CIP,K035,272 MACDONOUGH STREET,Brooklyn,11233,BROOKLYN,40.681904,-73.935895,303,36,3047054,3016740011,273,BK0302,"(40.681904, -73.935895)"
P.S. 20 - QUEENS,Q,25,GYM FLOOR REPLACEMENT,80000,CIP,Q020,142-30 BARCLAY AVENUE,Queens,11355,QUEENS,40.758689,-73.824832,407,20,4114657,4050470001,855,QN0707,"(40.758689, -73.824832)"
I.S. 53 - QUEENS,Q,27,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,10877000,CIP,Q053,10-45 NAMEOKE STREET,Queens,11691,QUEENS,40.603622,-73.749097,414,31,4298234,4155570025,103202,QN1401,"(40.603622, -73.749097)"
MARTIN VAN BUREN HS - QUEENS,Q,26,LSP- DOMESTIC WATER HEATER,283150,CIP,Q435,230-17 HILLSIDE AVENUE,Queens,11427,QUEENS,40.733066,-73.738756,413,23,4166101,4079300002,1301,QN1302,"(40.733066, -73.738756)"
CSI HS FOR INTERNATIONAL STUDIES - R,R,31,IPDVS COMPLETE TECH REFRESH / IPDVS FULL CAMERA UPGRADE,280168,CIP,R043,100 ESSEX DRIVE,Staten Island,10314,STATEN IS,40.581315,-74.158589,502,51,5149609,5024500320,27702,SI0204,"(40.581315, -74.158589)"
P.S. 124 - QUEENS,Q,27,IPDVS / IPDVS FULL CAMERA UPGRADE / IPDVS INSTALLATION,614000,CIP,Q124,129-15 150 AVENUE,Queens,11420,QUEENS,40.665058,-73.811701,410,28,4257530,4118820001,84602,QN1001,"(40.665058, -73.811701)"
P.S. 174 - QUEENS,Q,28,EXISTING BUILDING-IPDVS,29225,CIP,Q174,65-30 DIETERLE CRESCENT,Queens,11374,QUEENS,40.720874,-73.860978,406,30,4000000,4031340001,69702,QN0601,"(40.720874, -73.860978)"
P.S. 229 - QUEENS,Q,24,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,665000,CIP,Q229,67-25 51 ROAD,Queens,11377,QUEENS,40.734294,-73.897557,405,30,4440274,4024230001,513,QN0501,"(40.734294, -73.897557)"
ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL - K,K,19,PERM FIX- EXTERIOR MASONRY @ K065,3098044.83,CIP,K065,158 RICHMOND STREET,Brooklyn,11208,BROOKLYN,40.683536,-73.87691,305,37,3092063,3041260047,117601,BK0501,"(40.683536, -73.87691)"
BOYS & GIRLS HS - BROOKLYN,K,16,ELECTRICAL WORK FOR A/C INITIATIVE,4510,CIP,K455,1700 FULTON STREET,Brooklyn,11213,BROOKLYN,40.67944,-73.932407,303,36,3047996,3017010001,271,BK0302,"(40.67944, -73.932407)"
NEW DORP HS - STATEN ISLAND,R,31,AIR CONDITIONING / COVID BMS REPLACEMENT / COVID VENTILATION / HOT WATER HEATER REPLACEMENT / REPLACE SINGLE STAGE STEAM ABSORBER,16775000,CIP,R435,465 NEW DORP LANE,Staten Island,10306,STATEN IS,40.569393,-74.107737,502,50,5055367,5039300010,11204,SI9592,"(40.569393, -74.107737)"
BROOKLYN COMMUNITY HIGH SCHOOL FOR EXCELLENCE AND,K,18,C OF O / ELECTRICAL SYSTEMS / LOW-VOLTAGE ELECTRICAL SYSTEMS,5916000,CIP,K515,6565 FLATLANDS AVENUE,Brooklyn,11236,BROOKLYN,40.633285,-73.916735,318,46,3224139,3079980005,950,BK1803,"(40.633285, -73.916735)"
P.S. 172 - BROOKLYN,K,15,EXTERIOR MASONRY / PARAPETS / PAVED AREAS CONCRETE / ROOFS / WINDOWS,15764000,CIP,K172,825 4 AVENUE,Brooklyn,11232,BROOKLYN,40.657914,-74.000652,307,38,3009847,3006690001,101,BK0702,"(40.657914, -74.000652)"
I.S. 131 - BRONX,X,8,CHARTER MATCH SCIENCE LAB UPGRADE / PATH OF TRAVEL CHARTER MATCH SCIENCE LAB UPGRADE,595000,CIP,X131,885 BOLTON AVENUE,Bronx,10473,BRONX,40.82346,-73.859647,209,18,2103869,2036440001,42,BX0902,"(40.82346, -73.859647)"
X721 SPED - BRONX,X,11,EXTERIOR MASONRY WATER PENETRATION / FLOOD ELIMINATION / PARAPETS / ROOFS / WINDOWS,9394223,CIP,X722,2697 WESTCHESTER AVENUE,Bronx,10461,BRONX,40.842289,-73.838949,211,13,2045725,2041330200,284,BX1161,"(40.842289, -73.838949)"
P.S. 74 - STATEN ISLAND,R,31,ROOFS / WINDOWS,5897000,CIP,R831,211 DANIEL LOW TERRACE,Staten Island,10301,STATEN IS,40.639087,-74.079922,501,49,5000290,5000180006,11,SI0101,"(40.639087, -74.079922)"
BERGTRAUM HS - MANHATTAN,M,2,CAFETERIA UPGRADE,2095000,CIP,M520,411 PEARL STREET,Manhattan,10038,MANHATTAN,40.711442,-74.000851,101,1,1001388,1001130100,2901,MN0102,"(40.711442, -74.000851)"
P.S. 130 - MANHATTAN,M,2,FY22 RESO A PLAYGROUND UPGRADE,478164,CIP,M130,143 BAXTER STREET,Manhattan,10013,MANHATTAN,40.718903,-73.998438,102,1,1003086,1002360038,41,MN0201,"(40.718903, -73.998438)"
P.S. 112 - BROOKLYN,K,20,EXTERIOR MASONRY / PARAPETS / ROOFS / WATER INFILTRATION / WINDOWS,9953000,CIP,K112,7115 15 AVENUE,Brooklyn,11228,BROOKLYN,40.61978,-74.000792,311,38,3157760,3061800001,190,BK1101,"(40.61978, -74.000792)"
P.S. / I.S. 270 - QUEENS,Q,29,EXTERIOR MASONRY / GYM FLOOR REPLACEMENT / GYM ROOF / PATH OF TRAVEL GYM FLOOR REPLACEMENT,2380000,CIP,Q270,233-15 MERRICK BOULEVARD,Queens,11422,QUEENS,40.674831,-73.736713,413,31,4529511,4129730001,618,QN1305,"(40.674831, -73.736713)"
P.S. 6 - STATEN ISLAND,R,31,BMS REPLACEMENT / MECHANICAL UNIT REPLACEMENT,13475000,CIP,R006,555 PAGE AVENUE,Staten Island,10307,STATEN IS,40.510735,-74.231109,503,51,5131697,5077600001,24401,SI0305,"(40.510735, -74.231109)"
HS FOR ENVIRONMENTAL STUDIES - M,M,2,ROOF,2525000,CIP,M834,444 WEST 56 STREET,Manhattan,10019,MANHATTAN,40.767791,-73.987531,104,6,1026841,1010650001,139,MN0402,"(40.767791, -73.987531)"
J.H.S. 72 - QUEENS,Q,28,LSP DOMESTIC WATER HEATER,157118.72,CIP,Q072,133-25 GUY R BREWER BOULEVARD,Queens,11434,QUEENS,40.673769,-73.775951,412,28,4270059,4124950270,33403,QN1204,"(40.673769, -73.775951)"
M.S. 282 - QUEENS,Q,27,PAVED AREAS CONCRETE- SIDEWALKS & COURTYARD,2555000,CIP,Q465,8-21 BAY 25 STREET,Queens,11691,QUEENS,40.60201,-73.762795,414,31,4300730,4157360001,100804,QN1401,"(40.60201, -73.762795)"
P.S. 178 - BRONX,X,11,FIRE ALARM SYSTEM REPLACEMENT / FULL PROGRAM ACCESSIBILITY,6831000,CIP,X178,850 BAYCHESTER AVENUE,Bronx,10475,BRONX,40.875894,-73.83386,210,12,2116161,2051410150,46205,BX1004,"(40.875894, -73.83386)"
P.S. 748 - BROOKLYN,K,20,PATH OF TRAVEL PLANYC PLAYGROUND REDEVELOPMENT / PLANYC PLAYGROUND REDEVELOPMENT,1892421,CIP,K163,1664 BENSON AVENUE,Brooklyn,11214,BROOKLYN,40.607234,-74.007199,311,47,3167623,3063990026,180,BK1102,"(40.607234, -74.007199)"
P.S./I.S. @ 3761 10 AVENUE - MANHATTAN,M,6,Demo,1730400,CAP,M502,3761 10 AVENUE,Manhattan,10034,MANHATTAN,40.860962,-73.921475,112,10,1000000,1021980001,299,MN1203,"(40.860962, -73.921475)"
P.S. 48 - MANHATTAN,M,6,ELECTRICAL SERVICE UPGRADE / ELECTRIFICATION/HEAT PUMP SYSTEMS / FIRE ALARM / WINDOWS,45785000,CIP,M048,4360-78 BROADWAY,Manhattan,10033,MANHATTAN,40.853466,-73.934048,112,10,1076752,1021670029,271,MN1202,"(40.853466, -73.934048)"
HILLCREST HS - QUEENS,Q,28,WALK-IN REFRIGERATORS AND FREEZERS,875000,CIP,Q505,160-05 HIGHLAND AVENUE,Queens,11432,QUEENS,40.709079,-73.801856,408,24,4448767,4097740001,448,QN0805,"(40.709079, -73.801856)"
P.S. @ 23-50 WATERS EDGE DRIVE - QUEENS,Q,25,Demo,6550000,CAP,Q388,23-50 WATERS EDGE DRIVE,Queens,11360,QUEENS,40.782157,-73.773112,407,19,4132709,4059580140,99703,QN0703,"(40.782157, -73.773112)"
P.S. 277 - BRONX,X,7,ELECTRICAL WORK FOR A/C INITIATIVE,18219.92,CIP,X027,519 ST ANNS AVENUE,Bronx,10455,BRONX,40.813517,-73.913402,201,8,2000114,2022740023,43,BX0101,"(40.813517, -73.913402)"
P.S. 12 - BROOKLYN,K,23,EXTERIOR MASONRY / FENCING / PARAPETS / ROOFS / WINDOWS,13700000,CIP,K012,430 HOWARD AVENUE,Brooklyn,11233,BROOKLYN,40.673073,-73.919594,316,41,3039174,3014570032,363,BK1601,"(40.673073, -73.919594)"
P.S. 37 - QUEENS,Q,29,ELEVATOR / EXTERIOR MASONRY / FIRE ALARM / FLOOD ELIMINATION / PARAPETS,14990000,CIP,Q037,179-37 137 AVENUE,Queens,11434,QUEENS,40.67588,-73.758505,412,27,4279864,4129930118,352,QN1205,"(40.67588, -73.758505)"
P.S. 75 - BRONX,X,8,FY21 RESO A PLAYGROUND UPGRADE / PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,971000,CIP,X075,984 FAILE STREET,Bronx,10459,BRONX,40.822719,-73.889435,202,17,2006079,2027470001,119,BX0202,"(40.822719, -73.889435)"
P.S. 288 - BROOKLYN,K,21,FY22 RESO A AUDITORIUM UPGRADE,1300000,CIP,K288,2950 WEST 25 STREET,Brooklyn,11224,BROOKLYN,40.574411,-73.99194,313,47,3189538,3070540045,342,BK1302,"(40.574411, -73.99194)"
P.S. 195 - QUEENS,Q,29,PARAPETS / ROOFS / WATER PENETRATION,8010530,CIP,Q195,253-50 149 AVENUE,Queens,11422,QUEENS,40.653006,-73.736395,413,31,4290116,4136550001,66403,QN1307,"(40.653006, -73.736395)"
P.S. 16 - QUEENS,Q,24,LSP WATER HEATER,90000,CIP,Q721,41-15 104 STREET,Queens,11368,QUEENS,40.748987,-73.86123,404,21,4048820,4019850001,40301,QN0402,"(40.748987, -73.86123)"
URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS,M,5,FY18 RESO A LIBRARY UPGRADES,60191,CIP,M043,509 WEST 129 STREET,Manhattan,10027,MANHATTAN,40.815256,-73.955325,109,7,1059723,1019840033,219,MN0902,"(40.815256, -73.955325)"
M.S./H.S. 342 - BRONX,X,10,ELECTRICAL SYSTEMS / EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS / WINDOWS,39151000,CIP,X430,2780 RESERVOIR AVENUE,Bronx,10468,BRONX,40.870293,-73.898309,207,11,2015241,2032470070,409,BX0702,"(40.870293, -73.898309)"
INTERNATIONAL HIGH SCHOOL - K,K,21,IPDVS CAMERA INSTALLATION,488000,CIP,K400,2630 BENSON AVENUE,Brooklyn,11214,BROOKLYN,40.594291,-73.98577,313,47,3186454,3068830001,306,BK1301,"(40.594291, -73.98577)"
P.S. 104 - BROOKLYN,K,20,COVID LOW VOLTAGE ELECTRICAL SYSTEMS / COVID VENTILATION / FLOOD ELIMINATION / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,23966000,CIP,K104,9115 5 AVENUE,Brooklyn,11209,BROOKLYN,40.618415,-74.028842,310,47,3154775,3060880001,160,BK1001,"(40.618415, -74.028842)"
P.S. 208 - BROOKLYN,K,18,COVID CLIMATE CONTROL / COVID FIRE ALARM SYSTEM / COVID VENTILATION,5546000,CIP,K208,4801 AVENUE D,Brooklyn,11203,BROOKLYN,40.642031,-73.931151,317,45,3105680,3047690025,840,BK1702,"(40.642031, -73.931151)"
P.S. 299 - BROOKLYN,K,32,FULL PROGRAM ACCESSIBILITY / PA SYSTEM REPLACEMENT,12777000,CIP,K299,88 WOODBINE STREET,Brooklyn,11221,BROOKLYN,40.691077,-73.918152,304,37,3076734,3033580001,399,BK0402,"(40.691077, -73.918152)"
P.S. 102 - MANHATTAN,M,4,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,7500000,CIP,M102,315 EAST 113 STREET,Manhattan,10029,MANHATTAN,40.794869,-73.938711,111,8,1081366,1016840101,180,MN1102,"(40.794869, -73.938711)"
H.S. @ 165-15 88 AVENUE - QUEENS,Q,78,New,110755000,CAP,Q497,165-15 88 AVENUE,Queens,11432,QUEENS,40.708691,-73.796674,412,24,4000000,4098160039,460,QN1201,"(40.708691, -73.796674)"
K370 SPED - BROOKLYN,K,21,LOW VOLTAGE ELECTRICAL SYSTEM,1027000,CIP,K370,3000 WEST 1 STREET,Brooklyn,11224,BROOKLYN,40.57752,-73.969517,313,48,3196587,3072740107,35602,BK1302,"(40.57752, -73.969517)"
P.S. @ 1302 EDWARD L GRANT HIGHWAY - BRONX,X,9,New,57533000,CAP,X468,1302 EDWARD L GRANT HIGHWAY,Bronx,10452,BRONX,40.838744,-73.921721,204,16,2000000,2028710061,219,BX0403,"(40.838744, -73.921721)"
BRONX INTERNATIONAL - BRONX,X,9,FLOOD ELIMINATION / INTERIOR SPACES / ROOFS / TOWER TERRA COTTA REPLACEMENT / WINDOWS,37337000,CIP,X400,1110 BOSTON ROAD,Bronx,10456,BRONX,40.827642,-73.904473,203,17,2004526,2026340001,135,BX0301,"(40.827642, -73.904473)"
P.S. 253 - BROOKLYN,K,21,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,9020,CIP,K253,2953 BRIGHTON 6 STREET,Brooklyn,11235,BROOKLYN,40.580115,-73.962391,313,48,3244470,3086660610,364,BK1303,"(40.580115, -73.962391)"
P.S. 95 - QUEENS,Q,29,Addition,47953398,CAP,Q095,179-01 90 AVENUE,Queens,11432,QUEENS,40.710624,-73.783423,412,23,4446042,4099140001,468,QN1201,"(40.710624, -73.783423)"
P.S. 193 - BROOKLYN,K,22,LSP PVI DOMESTIC WATER HEATER,11119.9,CIP,K193,2515 AVENUE L,Brooklyn,11210,BROOKLYN,40.621507,-73.950473,314,45,3208461,3076250001,754,BK1403,"(40.621507, -73.950473)"
P.S. 152 - MANHATTAN,M,6,DEMOLITION OF MINI BUILDING / PATH OF TRAVEL PLAYGROUND REDEVELOPMENT / PLAYGROUND REDEVELOPMENT,5831248.64,CIP,M152,93 NAGLE AVENUE,Manhattan,10040,MANHATTAN,40.860412,-73.927936,112,10,1064149,1021730001,283,MN1202,"(40.860412, -73.927936)"
P.S. 57 - STATEN ISLAND,R,31,FULL PROGRAM ACCESSIBILITY / LOW-VOLTAGE ELECTRICAL SYSTEMS,14210000,CIP,R057,140 PALMA DRIVE,Staten Island,10304,STATEN IS,40.611508,-74.083177,501,49,5043519,5028880040,4004,SI0103,"(40.611508, -74.083177)"
P.S. 183 - MANHATTAN,M,2,FY19 RESO A SUPPLEMENTAL COOLING,388000,CIP,M183,419 EAST 66 STREET,Manhattan,10065,MANHATTAN,40.763736,-73.95815,108,5,1045569,1014610007,116,MN0801,"(40.763736, -73.95815)"
P.S. 123 - BROOKLYN,K,32,FULL PROGRAM ACCESSIBILITY / MECHANICAL VENTILATION,17541000,CIP,K123,100 IRVING AVENUE,Brooklyn,11237,BROOKLYN,40.703767,-73.922702,304,34,3072966,3032100001,445,BK0401,"(40.703767, -73.922702)"
THE SCHOLARS ACADEMY - QUEENS,Q,27,EXTERIOR MASONRY / PARAPETS / ROOF REPLACEMENT,7094000,CIP,Q180,320 BEACH 104 STREET,Queens,11694,QUEENS,40.584158,-73.825736,414,32,4303722,4161590012,938,QN1403,"(40.584158, -73.825736)"
I.S. 217 - QUEENS,Q,28,EXTERIOR MASONRY / PARAPETS / ROOFS,9897000,CIP,Q217,85-05 144 STREET,Queens,11435,QUEENS,40.71003,-73.812508,408,24,4208124,4097240173,232,QN0805,"(40.71003, -73.812508)"
P.S. 315 - BROOKLYN,K,22,LOW VOLTAGE ELECTRICAL SYSTEM,1243000,CIP,K152,725 EAST 23 STREET,Brooklyn,11210,BROOKLYN,40.632562,-73.954724,314,45,3205780,3075510026,772,BK1401,"(40.632562, -73.954724)"
QUEENS ACADEMY HIGH SCHOOL - Q,Q,25,FY21 RESO A GYMNASIUM UPGRADE,40000,CIP,Q023,138-11 35 AVENUE,Queens,11354,QUEENS,40.765162,-73.8288,407,20,4112106,4049560055,88902,QN0707,"(40.765162, -73.8288)"
P.S. 96 - MANHATTAN,M,4,LOW VOLTAGE ELECTRICAL SYSTEM / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,9680050,CIP,M096,216 EAST 120 STREET,Manhattan,10035,MANHATTAN,40.800256,-73.937558,111,8,1074333,1017840012,194,MN1102,"(40.800256, -73.937558)"
P.S. 110 - BRONX,X,9,ELECTRICAL WORK FOR A/C INITIATIVE,4171.6,CIP,X110,580 CROTONA PARK SOUTH,Bronx,10456,BRONX,40.835286,-73.900751,203,15,2009718,2029320001,149,BX0301,"(40.835286, -73.900751)"
MONROE ACAD FOR VISUAL ARTS - X,X,12,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS / WINDOWS,15807450,CIP,X420,1300 BOYNTON AVENUE,Bronx,10472,BRONX,40.831601,-73.878912,209,17,2027459,2038640001,56,BX0901,"(40.831601, -73.878912)"
P.S. 109 - BROOKLYN,K,22,FY22 RESO A LIBRARY UPGRADE,140000,CIP,K395,1001 EAST 45 STREET,Brooklyn,11203,BROOKLYN,40.636455,-73.933582,317,45,3114526,3050220002,836,BK1702,"(40.636455, -73.933582)"
K372 SPED - BROOKLYN,K,15,FY21 RESO A PLAYGROUND UPGRADE,512419.1,CIP,K834,512 CARROLL STREET,Brooklyn,11215,BROOKLYN,40.676668,-73.985258,306,39,3007707,3004550001,11901,BK0601,"(40.676668, -73.985258)"
P.S. 56 - QUEENS,Q,27,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,1225000,CIP,Q056,86-10 114 STREET,Queens,11418,QUEENS,40.69919,-73.835299,409,29,4192689,4092260057,130,QN0902,"(40.69919, -73.835299)"
P.S. 189 - BROOKLYN,K,17,EXTERIOR MASONRY / PARAPETS / ROOFS / WATER INFILTRATION @ K189,8467000,CIP,K189,1100 EAST NEW YORK AVENUE,Brooklyn,11212,BROOKLYN,40.665565,-73.926246,317,41,3099537,3045990001,892,BK1704,"(40.665565, -73.926246)"
P.S. 80 - QUEENS,Q,28,FLOOD ELIMINATION / PA SYSTEM REPLACEMENT / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,8276000,CIP,Q080,171-05 137 AVENUE,Queens,11434,QUEENS,40.67282,-73.769252,412,28,4270056,4124950166,33405,QN1204,"(40.67282, -73.769252)"
I.S. 239 - BROOKLYN,K,21,IPDVS INSTALLATIONS,495510,CIP,K239,2401 NEPTUNE AVENUE,Brooklyn,11224,BROOKLYN,40.578188,-73.99203,313,47,3188221,3069650140,330,BK1302,"(40.578188, -73.99203)"
M169 SPED - MANHATTAN,M,2,FLOOD ELIMINATION / PARAPETS / PATH OF TRAVEL ROOF / ROOFS / WINDOWS,5503000,CIP,M169,110 EAST 88 STREET,Manhattan,10128,MANHATTAN,40.781227,-73.955673,108,4,1048043,1015167502,14802,MN0802,"(40.781227, -73.955673)"
